facility_name,facility_id,state,condition,condition_name,measure_name,number_of_discharges,readmissions_footnote,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,calc_err,calc_err_match,number_of_readmissions,readm_start_date,readm_end_date
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,61.0,,0.9956,23.5629,23.6679,0.9955636114737683,1.0,14.0,7/1/18,6/30/21
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
SAINT MICHAEL'S MEDICAL CENTER,310096,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9817,16.6729,16.9832,0.981729002779217,1.0,,7/1/18,6/30/21
JFK MEDICAL CENTER,310108,NJ,PN,Pneumonia,READM-30-PN-HRRP,869.0,,1.0526,18.7693,17.8311,1.0526159350797204,1.0,167.0,7/1/18,6/30/21
JFK MEDICAL CENTER,310108,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,122.0,,1.2999,5.3386,4.1069,1.2999099077162821,1.0,11.0,7/1/18,6/30/21
JFK MEDICAL CENTER,310108,NJ,HF,Heart Failure,READM-30-HF-HRRP,615.0,,1.0091,21.2031,21.0111,1.0091380270428487,1.0,131.0,7/1/18,6/30/21
JFK MEDICAL CENTER,310108,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,235.0,,0.9326,17.1786,18.4206,0.9325754861405166,1.0,35.0,7/1/18,6/30/21
JFK MEDICAL CENTER,310108,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
JFK MEDICAL CENTER,310108,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,191.0,,1.0074,16.0239,15.9066,1.0073742974614313,1.0,31.0,7/1/18,6/30/21
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,PN,Pneumonia,READM-30-PN-HRRP,358.0,,1.0874,18.0729,16.6207,1.0873729746641236,1.0,71.0,7/1/18,6/30/21
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.04,5.4796,5.2687,1.0400288496213486,1.0,,7/1/18,6/30/21
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,HF,Heart Failure,READM-30-HF-HRRP,447.0,,1.0285,22.8419,22.209,1.0284974559863118,1.0,104.0,7/1/18,6/30/21
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,167.0,,1.0517,20.3612,19.3601,1.051709443649568,1.0,38.0,7/1/18,6/30/21
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,310110,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9826,16.543,16.8353,0.9826376720343564,1.0,,7/1/18,6/30/21
CENTRASTATE MEDICAL CENTER,310111,NJ,PN,Pneumonia,READM-30-PN-HRRP,635.0,,0.9634,15.2346,15.8136,0.9633859462740932,1.0,94.0,7/1/18,6/30/21
CENTRASTATE MEDICAL CENTER,310111,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0706,4.6679,4.36,1.070619266055046,1.0,,7/1/18,6/30/21
CENTRASTATE MEDICAL CENTER,310111,NJ,HF,Heart Failure,READM-30-HF-HRRP,608.0,,0.9462,19.8368,20.9642,0.9462226080651777,1.0,117.0,7/1/18,6/30/21
CENTRASTATE MEDICAL CENTER,310111,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,268.0,,0.926,17.5265,18.9274,0.9259856081659393,1.0,41.0,7/1/18,6/30/21
CENTRASTATE MEDICAL CENTER,310111,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
CENTRASTATE MEDICAL CENTER,310111,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9731,16.6395,17.1002,0.9730587946339809,1.0,,7/1/18,6/30/21
BAYSHORE MEDICAL CENTER,310112,NJ,PN,Pneumonia,READM-30-PN-HRRP,413.0,,1.0549,20.3033,19.2472,1.0548703187996176,1.0,88.0,7/1/18,6/30/21
BAYSHORE MEDICAL CENTER,310112,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9442,4.4037,4.6642,0.9441490502122549,0.0,,7/1/18,6/30/21
BAYSHORE MEDICAL CENTER,310112,NJ,HF,Heart Failure,READM-30-HF-HRRP,395.0,,1.034,23.2231,22.4595,1.0339989759344599,1.0,94.0,7/1/18,6/30/21
BAYSHORE MEDICAL CENTER,310112,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,255.0,,1.0057,19.8217,19.7088,1.0057284055853222,1.0,51.0,7/1/18,6/30/21
BAYSHORE MEDICAL CENTER,310112,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
BAYSHORE MEDICAL CENTER,310112,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9386,16.7997,17.8987,0.9385988926570086,1.0,,7/1/18,6/30/21
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,PN,Pneumonia,READM-30-PN-HRRP,346.0,,0.9005,15.5365,17.2538,0.9004683026347821,1.0,46.0,7/1/18,6/30/21
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9374,4.7925,5.1123,0.9374449856229095,1.0,,7/1/18,6/30/21
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,HF,Heart Failure,READM-30-HF-HRRP,437.0,,0.9173,20.0646,21.8728,0.9173311144435096,1.0,82.0,7/1/18,6/30/21
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,208.0,,0.9521,18.6873,19.6268,0.9521317789960666,1.0,35.0,7/1/18,6/30/21
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SOUTHERN OCEAN MEDICAL CENTER,310113,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,76.0,,1.0653,19.0227,17.8562,1.0653274492893223,1.0,18.0,7/1/18,6/30/21
HACKETTSTOWN MEDICAL CENTER,310115,NJ,PN,Pneumonia,READM-30-PN-HRRP,262.0,,1.0391,17.2285,16.5806,1.0390757873659577,1.0,48.0,7/1/18,6/30/21
HACKETTSTOWN MEDICAL CENTER,310115,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9628,3.826,3.9739,0.9627821535519263,1.0,,7/1/18,6/30/21
HACKETTSTOWN MEDICAL CENTER,310115,NJ,HF,Heart Failure,READM-30-HF-HRRP,275.0,,1.0214,20.2306,19.8077,1.021350282970764,1.0,57.0,7/1/18,6/30/21
HACKETTSTOWN MEDICAL CENTER,310115,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9479,17.2401,18.1887,0.9478467400089067,0.0,,7/1/18,6/30/21
HACKETTSTOWN MEDICAL CENTER,310115,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
HACKETTSTOWN MEDICAL CENTER,310115,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9862,15.9763,16.2004,0.9861670082220193,1.0,,7/1/18,6/30/21
HUDSON REGIONAL HOSPITAL,310118,NJ,PN,Pneumonia,READM-30-PN-HRRP,84.0,,1.097,17.8915,16.3089,1.097039040033356,1.0,22.0,7/1/18,6/30/21
HUDSON REGIONAL HOSPITAL,310118,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9962,3.3261,3.3389,0.9961664021084787,1.0,,7/1/18,6/30/21
HUDSON REGIONAL HOSPITAL,310118,NJ,HF,Heart Failure,READM-30-HF-HRRP,62.0,,1.051,23.5363,22.3942,1.0509998124514384,1.0,18.0,7/1/18,6/30/21
HUDSON REGIONAL HOSPITAL,310118,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,38.0,,1.0357,21.4847,20.7434,1.0357366680486322,1.0,11.0,7/1/18,6/30/21
HUDSON REGIONAL HOSPITAL,310118,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
HUDSON REGIONAL HOSPITAL,310118,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
THE UNIVERSITY HOSPITAL,310119,NJ,PN,Pneumonia,READM-30-PN-HRRP,52.0,,1.0618,18.1615,17.1052,1.0617531510885578,1.0,14.0,7/1/18,6/30/21
THE UNIVERSITY HOSPITAL,310119,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
THE UNIVERSITY HOSPITAL,310119,NJ,HF,Heart Failure,READM-30-HF-HRRP,43.0,,1.0686,24.3928,22.8268,1.0686035712408224,1.0,15.0,7/1/18,6/30/21
THE UNIVERSITY HOSPITAL,310119,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
THE UNIVERSITY HOSPITAL,310119,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,0.0,No cases met the criteria for this measure.,,,,,,,7/1/18,6/30/21
THE UNIVERSITY HOSPITAL,310119,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,PN,Pneumonia,READM-30-PN-HRRP,237.0,,0.962,16.4124,17.0599,0.9620454985081978,1.0,36.0,7/1/18,6/30/21
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,312.0,,1.1658,4.9269,4.2262,1.1657990629880268,1.0,18.0,7/1/18,6/30/21
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,HF,Heart Failure,READM-30-HF-HRRP,165.0,,0.9993,20.0275,20.0414,0.9993064356781463,1.0,33.0,7/1/18,6/30/21
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,74.0,,0.9699,20.8707,21.5189,0.9698776424445488,1.0,13.0,7/1/18,6/30/21
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,310130,NJ,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
UNM HOSPITAL,320001,NM,PN,Pneumonia,READM-30-PN-HRRP,123.0,,0.9197,17.3542,18.8697,0.9196860575419852,1.0,15.0,7/1/18,6/30/21
UNM HOSPITAL,320001,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
UNM HOSPITAL,320001,NM,HF,Heart Failure,READM-30-HF-HRRP,165.0,,0.9135,19.9711,21.8623,0.913494920479547,1.0,27.0,7/1/18,6/30/21
UNM HOSPITAL,320001,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,66.0,,0.9967,20.0843,20.15,0.9967394540942929,1.0,13.0,7/1/18,6/30/21
UNM HOSPITAL,320001,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
UNM HOSPITAL,320001,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9542,12.9107,13.5307,0.9541782760684961,1.0,,7/1/18,6/30/21
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,PN,Pneumonia,READM-30-PN-HRRP,244.0,,0.8485,13.0191,15.3444,0.8484593728005004,1.0,20.0,7/1/18,6/30/21
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.8374,3.2468,3.8773,0.8373868413586774,1.0,,7/1/18,6/30/21
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,HF,Heart Failure,READM-30-HF-HRRP,224.0,,0.8715,17.7879,20.4114,0.8714688850348334,1.0,31.0,7/1/18,6/30/21
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9061,16.81,18.5515,0.9061261892569333,1.0,,7/1/18,6/30/21
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,320002,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,232.0,,0.8118,10.0638,12.3967,0.8118128211540169,1.0,13.0,7/1/18,6/30/21
ALTA VISTA REGIONAL HOSPITAL,320003,NM,PN,Pneumonia,READM-30-PN-HRRP,,,1.0131,13.6994,13.5219,1.0131268534747335,1.0,,7/1/18,6/30/21
ALTA VISTA REGIONAL HOSPITAL,320003,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ALTA VISTA REGIONAL HOSPITAL,320003,NM,HF,Heart Failure,READM-30-HF-HRRP,,,0.9252,17.195,18.5845,0.9252333934192473,1.0,,7/1/18,6/30/21
ALTA VISTA REGIONAL HOSPITAL,320003,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,1.0002,16.0697,16.0657,1.000248977635584,1.0,,7/1/18,6/30/21
ALTA VISTA REGIONAL HOSPITAL,320003,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
ALTA VISTA REGIONAL HOSPITAL,320003,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,PN,Pneumonia,READM-30-PN-HRRP,150.0,,1.038,17.4835,16.8432,1.0380153415028024,1.0,29.0,7/1/18,6/30/21
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.8882,3.9719,4.4721,0.8881509805236913,1.0,,7/1/18,6/30/21
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,HF,Heart Failure,READM-30-HF-HRRP,109.0,,0.9824,18.4767,18.8086,0.982353816871006,1.0,19.0,7/1/18,6/30/21
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,78.0,,1.033,18.5982,18.0035,1.0330324659094066,1.0,17.0,7/1/18,6/30/21
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
GERALD CHAMPION REGIONAL MEDICAL CENTER,320004,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9537,11.9873,12.5687,0.9537422326891405,1.0,,7/1/18,6/30/21
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,PN,Pneumonia,READM-30-PN-HRRP,301.0,,1.0364,16.731,16.1436,1.0363859362224042,1.0,53.0,7/1/18,6/30/21
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,243.0,,1.0752,4.4299,4.1203,1.0751401596971093,0.0,12.0,7/1/18,6/30/21
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,HF,Heart Failure,READM-30-HF-HRRP,295.0,,1.006,19.869,19.7508,1.0059845677137127,1.0,59.0,7/1/18,6/30/21
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,202.0,,0.9322,17.5246,18.7996,0.9321794080725121,1.0,30.0,7/1/18,6/30/21
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
SAN JUAN REGIONAL MEDICAL CENTER INC,320005,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,186.0,,1.0272,13.7661,13.4013,1.0272212397304739,1.0,27.0,7/1/18,6/30/21
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,PN,Pneumonia,READM-30-PN-HRRP,134.0,,0.9563,15.8777,16.6037,0.9562748062178913,1.0,18.0,7/1/18,6/30/21
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.9992,3.4928,3.4955,0.9992275783149764,1.0,,7/1/18,6/30/21
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,HF,Heart Failure,READM-30-HF-HRRP,165.0,,1.0911,22.5565,20.6738,1.091066954309319,1.0,43.0,7/1/18,6/30/21
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,93.0,,0.9791,17.8539,18.2348,0.9791113694693663,1.0,15.0,7/1/18,6/30/21
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
EASTERN NEW MEXICO MEDICAL CENTER,320006,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,,0.9322,14.0719,15.096,0.9321608373078961,1.0,,7/1/18,6/30/21
LOVELACE MEDICAL CENTER,320009,NM,PN,Pneumonia,READM-30-PN-HRRP,178.0,,1.0082,16.514,16.3797,1.0081991733670335,1.0,30.0,7/1/18,6/30/21
LOVELACE MEDICAL CENTER,320009,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0683,4.0945,3.8329,1.068251193613191,1.0,,7/1/18,6/30/21
LOVELACE MEDICAL CENTER,320009,NM,HF,Heart Failure,READM-30-HF-HRRP,389.0,,1.0796,22.0928,20.4633,1.0796303626492305,1.0,91.0,7/1/18,6/30/21
LOVELACE MEDICAL CENTER,320009,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,64.0,,1.0346,19.1875,18.5462,1.0345785120402025,1.0,15.0,7/1/18,6/30/21
LOVELACE MEDICAL CENTER,320009,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,,0.8789,10.3692,11.7977,0.8789170770573924,1.0,,7/1/18,6/30/21
LOVELACE MEDICAL CENTER,320009,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,423.0,,1.0308,13.8146,13.402,1.0307864497836146,1.0,60.0,7/1/18,6/30/21
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,PN,Pneumonia,READM-30-PN-HRRP,,,0.9494,13.2323,13.9378,0.9493822554492102,1.0,,7/1/18,6/30/21
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.1228,4.3991,3.9179,1.1228208989509687,1.0,,7/1/18,6/30/21
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,HF,Heart Failure,READM-30-HF-HRRP,,,0.9674,20.4515,21.1396,0.9674497152263997,1.0,,7/1/18,6/30/21
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,1.0054,18.0142,17.9168,1.0054362386140383,1.0,,7/1/18,6/30/21
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
PRESBYTERIAN ESPANOLA HOSPITAL,320011,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
LOVELACE WOMEN'S HOSPITAL,320017,NM,PN,Pneumonia,READM-30-PN-HRRP,,,0.993,13.1776,13.2699,0.9930444087747459,1.0,,7/1/18,6/30/21
LOVELACE WOMEN'S HOSPITAL,320017,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.8991,3.242,3.6057,0.8991319299997226,1.0,,7/1/18,6/30/21
LOVELACE WOMEN'S HOSPITAL,320017,NM,HF,Heart Failure,READM-30-HF-HRRP,,,1.0471,19.1527,18.2918,1.0470648049945879,1.0,,7/1/18,6/30/21
LOVELACE WOMEN'S HOSPITAL,320017,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,,0.9802,16.7422,17.0812,0.980153619183664,1.0,,7/1/18,6/30/21
LOVELACE WOMEN'S HOSPITAL,320017,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
LOVELACE WOMEN'S HOSPITAL,320017,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,0.0,No cases met the criteria for this measure.,,,,,,,7/1/18,6/30/21
MEMORIAL MEDICAL CENTER,320018,NM,PN,Pneumonia,READM-30-PN-HRRP,227.0,,1.0353,16.9271,16.3504,1.0352713083471963,1.0,41.0,7/1/18,6/30/21
MEMORIAL MEDICAL CENTER,320018,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,1.0126,4.4904,4.4346,1.0125828710593967,1.0,,7/1/18,6/30/21
MEMORIAL MEDICAL CENTER,320018,NM,HF,Heart Failure,READM-30-HF-HRRP,170.0,,0.9032,18.5697,20.5589,0.9032438505951194,1.0,25.0,7/1/18,6/30/21
MEMORIAL MEDICAL CENTER,320018,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,103.0,,0.9567,18.9007,19.7559,0.9567116658820909,1.0,16.0,7/1/18,6/30/21
MEMORIAL MEDICAL CENTER,320018,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
MEMORIAL MEDICAL CENTER,320018,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,132.0,,1.0471,14.1031,13.4689,1.0470862505475578,1.0,21.0,7/1/18,6/30/21
PRESBYTERIAN HOSPITAL,320021,NM,PN,Pneumonia,READM-30-PN-HRRP,609.0,,0.9886,15.5731,15.7532,0.9885674021786051,1.0,94.0,7/1/18,6/30/21
PRESBYTERIAN HOSPITAL,320021,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,802.0,,1.0181,3.8275,3.7595,1.018087511637186,1.0,31.0,7/1/18,6/30/21
PRESBYTERIAN HOSPITAL,320021,NM,HF,Heart Failure,READM-30-HF-HRRP,675.0,,0.853,17.2102,20.1768,0.852969747432695,1.0,106.0,7/1/18,6/30/21
PRESBYTERIAN HOSPITAL,320021,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,239.0,,0.9302,16.5209,17.7613,0.930162769617089,1.0,34.0,7/1/18,6/30/21
PRESBYTERIAN HOSPITAL,320021,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,101.0,,1.26,13.6658,10.8462,1.2599620143460384,1.0,19.0,7/1/18,6/30/21
PRESBYTERIAN HOSPITAL,320021,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,414.0,,0.9877,11.9874,12.1369,0.9876821923225864,1.0,49.0,7/1/18,6/30/21
PLAINS REGIONAL MEDICAL CENTER,320022,NM,PN,Pneumonia,READM-30-PN-HRRP,143.0,,0.9623,15.2559,15.8539,0.9622805744958655,1.0,19.0,7/1/18,6/30/21
PLAINS REGIONAL MEDICAL CENTER,320022,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
PLAINS REGIONAL MEDICAL CENTER,320022,NM,HF,Heart Failure,READM-30-HF-HRRP,83.0,,1.0163,20.4195,20.0926,1.0162696714213193,1.0,18.0,7/1/18,6/30/21
PLAINS REGIONAL MEDICAL CENTER,320022,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,86.0,,0.9722,17.6425,18.1468,0.9722099764145744,1.0,13.0,7/1/18,6/30/21
PLAINS REGIONAL MEDICAL CENTER,320022,NM,CABG,Coronary Artery Bypass Graft,READM-30-CABG-HRRP,,Results are not available for this reporting period.,,,,,,,7/1/18,6/30/21
PLAINS REGIONAL MEDICAL CENTER,320022,NM,AMI,Acute Myocardial Infarction,READM-30-AMI-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ARTESIA GENERAL HOSPITAL,320030,NM,PN,Pneumonia,READM-30-PN-HRRP,,,0.9722,13.6204,14.0102,0.9721774135986638,1.0,,7/1/18,6/30/21
ARTESIA GENERAL HOSPITAL,320030,NM,HIP-KNEE,Total Hip/Knee Arthroplasty,READM-30-HIP-KNEE-HRRP,,,0.8893,3.1221,3.5109,0.8892591643168419,1.0,,7/1/18,6/30/21
ARTESIA GENERAL HOSPITAL,320030,NM,HF,Heart Failure,READM-30-HF-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
ARTESIA GENERAL HOSPITAL,320030,NM,COPD,Chronic Obstructive Pulmonary Disease,READM-30-COPD-HRRP,,The number of cases/patients is too few to report.,,,,,,,7/1/18,6/30/21
